-110.27,47.046
-78.29,36.079
-91.027,36.341
-98.596,31.495
-114.67,42.356
-92.723,44.41
-88.687,46.898
-69.767,44.408
-75.135,40.006
-88.035,45.385
-79.806,35.71
-95.151,43.082
-80.235,38.894
-101.66,41.199
-88.78,33.655
-110.82,33.802
-93.784,48.246
-77.931,34.935
-102.36,48.203
-85.287,36.347
-85.62,30.265
-103.25,29.811
-73.75,41.426
-83.271,30.836
-77.964,37.975
-123.56,42.364
-86.676,31.756
-87.723,30.729
-90.246,39.972
-80.465,26.647
-82.138,30.785
-86.263,41.047
-91.611,30.13
-115.47,45.844
-86.25,43.995
-106.73,46.23
-83.417,43.465
-90.404,31.175
-92.41,40.748
-85.53,42.245
-104.31,32.472
-81.443,29.9
-85.153,43.311
-99.454,41.914
-107,47.274
-80.107,41.685
-90.133,29.808
-94.377,30.772
-96.108,33.592
-100.44,39.35
-85.139,34.899
-102.48,45.49
-84.066,41.895
-95.383,39.232
-90.847,34.43
-81.853,39.621
-81.247,37.775
-80.831,35.244
-83.623,31.713
-82.623,36.973
-101.95,32.743
-84.867,30.937
-91.132,41.772
-98.136,37.559
-100.54,30.897
-104.46,33.366
-95.772,29.527
-91.966,37.317
-88.919,38.65
-111.89,37.285
-74.967,42.199
-108.41,33.915
-83.69,32.804
-88.584,34.88
-90.361,45.68
-80.409,33.084
-99.487,44.547
-92.762,38.02
-92.335,35.145
-113.76,35.706
-95.568,45.022
-115.36,33.041
-85.036,38.826
-76.252,35.519
-78.226,42.702
-90.029,37.321
-118.33,39.58
-86.446,39.479
-110.44,47.88
-88.199,32.59
-86.597,35.141
-119.01,44.489
-86.106,38.6
-81.907,38.503
-88.965,44.471
-99.775,33.973
-86.921,45.921
-97.948,29.582
-120.73,41.59
-83.386,42.661
-88.426,38.43
-111.17,45.546
-108.88,41.66
-78.472,41
-103.2,39.97
-98.688,33.616
-100.34,47.577
-77.023,39.563
-98.215,27.03
-82.92,40.851
-81.187,26.958
-84.58,41.117
-81.699,27.95
-87.784,35.239
-97.165,39.349
-81.887,32.157
-99.753,36.218
-106.31,35.865
-114.09,47.649
-88.775,43.021
-119.45,47.207
-82.688,38.357
-79.363,34.08
-99.347,39.785
-87.267,38.091
-80.59,34.342
-94.356,32.798
-82.742,29.32
-86.168,33.379
-88.651,36.723
-93.731,44.372
-108.45,43.723
-90.54,38.26
-111.67,40.12
-69.286,45.838
-84.129,44.682
-87.81,44.12
-94.659,35.885
-90.302,33.546
-95.852,32.212
-120.52,39.58
-83.849,36.887
-105.72,41.654
-103.55,35.104
-76.194,42.998
-92.995,32.823
-103.51,44.906
-85.08,46.079
-117.4,47.621
-106.7,39.628
-68.651,45.402
-72.632,42.135
-78.876,38.436
-93.041,36.655
-96.244,37.453
-76.513,41.446
-93.931,42.037
-111.34,32.904
-105.51,42.973
-102.51,31.433
-91.447,47.64
-89.632,35.763
-93.34,32.097
-104.56,47.787
-101.67,43.194
-79.528,37.308
-101.79,38
-97.407,35.551
-90.032,32.635
-81.364,40.815
-70.813,41.953
-83.473,38.847
-83.727,34.913
-101.89,35.838
-87.873,36.808
-98.021,40.873
-94.24,33.997
-92.944,34.946
-78.108,39.93
-107.75,32.182
-89.932,42.068
-87.296,33.805
-100.41,32.304
-83.938,35.992
-90.619,43.947
-83.372,33.321
-91.764,33.191
-92.744,46.122
-99.888,37.692
-74.497,43.661
-73.585,40.738
-92.824,30.654
-75.568,39.086
-93.099,45.016
-93.508,39.423
-76.938,36.682
-95.603,40.746
-98.883,47.457
-92,44.583
-96.406,47.775
-82.637,34.52
-94.97,46.586
-85.185,32.292
-84.278,37.722
-81.506,24.418
-89.992,34.876
-97.606,45.368
-85.011,40.157
-122.68,47.612
-79.467,40.311
-87.979,41.446
-104.96,37.685
-71.827,43.939
-97.744,28.416
-96.617,35.165
-88.848,40.491
-103.09,42.221
-85.14,44.998
-101.73,34.53
-97.655,33.216
-112.23,42.669
-82.534,35.606
-96.654,42.831
-91.842,39.216
-81.999,33.057
-87.459,39.848
-89.258,31.19
-99.761,28.866
-85.703,37.55
-86.873,36.525
-116.4,44.058
-81.602,34.29
-123.39,39.44
-98.37,43.385
-118.73,35.343
-94.242,41.028
-94.342,37.85
-96.512,31.025
-73.142,44.032
-122.22,45.188
-92.318,43.06
-91.339,32.01
-76.417,37.887
-80.62,40.096
-81.134,36.497
-121,37.558
-84.769,33.702
-114.9,39.442
-83.784,39.919
-108.41,38.005
